Plant_Name,Location,Operator,Capacity_MW,Commission_Date,Nuclear_Type,Reactor_Type,Fuel_Type,Annual_Output_GWh,Status
"Nichols, Ashley and Wong","2822 Vaughn Points Suite 567
Perezberg, WI 66193","Jackson, Hopkins and Haynes",1615,2005-01-05,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,3529,Decommissioned
"Johnson, Dillon and Moreno","4263 Christine Square
New Christopherview, MS 14122","Myers, Washington and Lee",1328,2002-11-11,Fast Breeder Reactor,Heavy Water Reactor,Thorium,1804,Decommissioned
Newton LLC,"038 Johnston Fork
South Anne, WA 52445",Jones-Burnett,1478,1995-02-21,Boiling Water Reactor,Light Water Reactor,Thorium,2740,Operational
"Stout, Patel and Glover","231 Swanson Summit
West Amy, DE 44945","Khan, Rich and Powers",811,2022-08-12,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,1560,Decommissioned
Watson-Valenzuela,"8325 Brown Motorway
Lake Gabriel, SD 61933","Smith, Proctor and Austin",1223,2001-07-08,Fast Breeder Reactor,Light Water Reactor,Thorium,3884,Decommissioned
Noble-Hall,"7738 Lewis Track Suite 537
East Dustinburgh, NE 96181","Meyer, Collier and Lang",1835,2013-07-31,Boiling Water Reactor,Gas-cooled Reactor,Uranium,2438,Decommissioned
English-Harris,"744 Joyce Mission Suite 231
Patriciaberg, PW 73597",Howell-Scott,1211,1997-04-11,Pressurized Water Reactor,Heavy Water Reactor,Thorium,2732,Operational
Scott-Alexander,"54354 Rivera Lakes Apt. 681
West Erichaven, KS 81148",Henry PLC,1321,2015-10-05,Pressurized Water Reactor,Light Water Reactor,Thorium,2203,Under Construction
"Mendez, Wood and Pollard","39013 Moses Cliffs Apt. 245
South Jamesview, GA 22522","Allen, Burton and Fields",1517,2021-06-08,Fast Breeder Reactor,Light Water Reactor,Plutonium,4365,Operational
George-Higgins,"847 Christopher Village Apt. 334
Bennettfort, ID 95027","Green, Lawrence and Matthews",1120,2018-09-23,Pressurized Water Reactor,Light Water Reactor,Thorium,4496,Under Construction
Hernandez-Harrison,"41585 Steve River Suite 221
Danielstad, PW 16858","Gonzalez, Harris and Rosario",1079,2010-02-19,Pressurized Water Reactor,Light Water Reactor,Thorium,3297,Under Construction
Shields-Kelley,"11732 Roberts Neck Suite 476
South Michaelview, OH 13307","Murray, Rogers and Rodriguez",1029,2011-09-16,Pressurized Water Reactor,Light Water Reactor,Thorium,4249,Under Construction
Aguilar Ltd,"7527 James Falls Apt. 210
New Mark, MI 03699","Patel, Hernandez and Ferguson",1506,2006-03-28,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,3333,Decommissioned
Freeman-Livingston,"27454 Marshall Path
Baileyville, NC 70909","Pugh, Li and Dunn",727,2000-08-17,Fast Breeder Reactor,Heavy Water Reactor,Uranium,2255,Operational
Miller Inc,"58488 Rodriguez Path
South Keithchester, NE 34829","Lara, Spencer and Walsh",1404,1999-06-30,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,4978,Under Construction
Walker-Lawrence,"92356 Boyd Isle
South Robertstad, NE 27719",Mcdonald Ltd,1578,2018-12-26,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,2746,Operational
Scott LLC,"726 Garcia Ways
East Robert, IL 51228","Simon, Fuller and Stephens",1257,2017-08-06,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,3893,Operational
Nicholson-Jackson,"2577 Dean Inlet Apt. 311
Samanthafurt, WV 07963",Duke-Mata,926,1996-08-23,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,3900,Decommissioned
"Anderson, Franklin and Barber","53474 William Stravenue
South Teresa, MT 06220",Medina Group,963,2003-10-14,Pressurized Water Reactor,Light Water Reactor,Plutonium,1752,Under Construction
"Chavez, Hill and Andrews","01793 Weeks Junction
East Ellenburgh, NE 20963",Bond Group,1007,1999-12-05,Pressurized Water Reactor,Gas-cooled Reactor,Uranium,1798,Under Construction
Perez Group,"43455 David Underpass
Josephborough, WV 53042",Tran-Elliott,538,2008-07-12,Fast Breeder Reactor,Light Water Reactor,Uranium,4742,Operational
Roberts Inc,"176 Martin Garden
Jacksonside, ND 12653",Griffin-Bailey,1537,1998-12-04,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,2810,Operational
"Hall, Shah and Vincent","8695 Jessica Junction Suite 165
Lake Donna, VT 11177",Miller Group,1358,2000-08-08,Fast Breeder Reactor,Heavy Water Reactor,Thorium,2302,Operational
Johnson-Morrison,"555 Marshall Radial Apt. 484
West Tamarafurt, CO 30893",Meyer and Sons,1193,2002-09-28,Fast Breeder Reactor,Light Water Reactor,Plutonium,4915,Under Construction
Carney Ltd,"Unit 2682 Box 3993
DPO AP 32692","Garcia, Mack and Schultz",1222,1995-12-16,Boiling Water Reactor,Light Water Reactor,Thorium,3076,Operational
Henderson-Velasquez,"115 Jacqueline Keys
North Garrettshire, MO 86634","Bradshaw, Clark and Hanna",1934,1996-01-22,Boiling Water Reactor,Light Water Reactor,Thorium,3619,Operational
"Bailey, Smith and Hansen","908 Victoria Street Apt. 172
Port Johnfort, CO 23859",Garcia Inc,1454,1999-08-10,Fast Breeder Reactor,Light Water Reactor,Uranium,3285,Decommissioned
Jenkins LLC,"52009 Williams Shoals
North Andrea, MP 88222",Hopkins LLC,1065,2001-01-15,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,2874,Under Construction
"Anderson, Baker and Snow","28405 Joyce Highway Suite 937
Port Melinda, WA 70142",Oliver Inc,1431,2011-04-30,Boiling Water Reactor,Heavy Water Reactor,Thorium,3441,Under Construction
Harris-Love,"10967 Susan Track
Coreyborough, IL 99269","Mullins, Ramirez and Chan",1159,2003-09-18,Fast Breeder Reactor,Heavy Water Reactor,Uranium,4850,Under Construction
"Johnson, Tapia and Harmon","79426 Seth Coves
Elliottbury, WI 76015","Marquez, Henry and Campbell",559,2003-06-22,Boiling Water Reactor,Gas-cooled Reactor,Thorium,1985,Decommissioned
"Paul, Miller and Hale","801 Steele Mall
Jimenezberg, TX 96377","Lloyd, Stewart and Jones",1320,2017-11-14,Pressurized Water Reactor,Heavy Water Reactor,Thorium,2907,Under Construction
Murphy Ltd,"382 Johnny Overpass
South Davidfort, TX 23208","Anderson, Briggs and Garcia",1918,2022-12-14,Boiling Water Reactor,Light Water Reactor,Thorium,4591,Under Construction
Moss Ltd,"821 Cooper Plains
Lake Sandraport, NM 74685",Gomez and Sons,1437,2009-04-04,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,2233,Under Construction
Haas Group,"407 Lee Locks
North Phillipland, MH 98590","Hopkins, Taylor and Roberts",1787,1998-05-25,Boiling Water Reactor,Heavy Water Reactor,Uranium,4755,Operational
King-Young,"937 Clay Stream
Wilsonberg, PA 45469",Sandoval-Hernandez,1224,2018-09-08,Boiling Water Reactor,Gas-cooled Reactor,Thorium,4398,Under Construction
Fletcher LLC,"032 Kurt Via
Cindyview, AR 09356",Wright-Roberts,1396,2007-05-21,Fast Breeder Reactor,Heavy Water Reactor,Thorium,3182,Under Construction
Rodriguez-Ellis,"113 Mayo Lights
New Thomas, WV 07509",Brown-White,1348,2015-06-06,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,2622,Decommissioned
"Mccormick, Foster and Davidson","19627 Cole Garden Apt. 015
Lake Annside, SD 85816",Pierce-Barnes,625,2015-09-03,Boiling Water Reactor,Heavy Water Reactor,Plutonium,1602,Under Construction
Sosa-Hernandez,"Unit 8774 Box 8155
DPO AP 76924",Ho and Sons,1659,2002-07-15,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,2900,Operational
Wagner Inc,"51791 Smith Green
Christopherhaven, IA 49284",Evans Ltd,1207,2018-08-17,Pressurized Water Reactor,Light Water Reactor,Plutonium,3475,Under Construction
"Stevenson, Cooley and Estrada","0157 Lucas Village Apt. 210
Brianberg, FL 88071",Hall Ltd,1803,2005-08-04,Pressurized Water Reactor,Light Water Reactor,Uranium,4384,Operational
"Conway, Long and Johnson","245 Lucas Station Suite 842
South Nicholasside, MI 38184",Cunningham-Russell,1252,2016-02-28,Pressurized Water Reactor,Heavy Water Reactor,Uranium,4357,Under Construction
Powell PLC,"142 Laurie Circles
Lake Angela, WI 28477",Pugh-Torres,1786,2002-07-09,Boiling Water Reactor,Light Water Reactor,Thorium,3091,Under Construction
King Group,"1281 Floyd Course
Tateborough, MO 43058",Gray-Moreno,1345,2010-11-11,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,3756,Operational
Myers LLC,"9494 Henry Corner Apt. 478
Justinmouth, KS 84941",Stuart Group,1159,2000-11-08,Fast Breeder Reactor,Light Water Reactor,Thorium,2889,Operational
Sanders Ltd,"157 James Greens Apt. 231
Ashleyfurt, MT 30899",Ayala-Walton,1102,2021-12-29,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,4714,Operational
Becker-Foley,"67532 Woods Well
Whitestad, MI 13681","Johnson, Hubbard and Johnson",1901,2001-11-05,Boiling Water Reactor,Heavy Water Reactor,Thorium,4212,Decommissioned
Turner-Douglas,"97827 Torres Bridge
Port Bethland, AR 55645","Johnson, Blanchard and Banks",1524,2007-05-31,Boiling Water Reactor,Light Water Reactor,Uranium,3366,Decommissioned
Mitchell-Lane,"857 Renee Hollow
Hallfurt, WV 54064","Hall, Wolfe and Monroe",694,2002-05-07,Boiling Water Reactor,Heavy Water Reactor,Uranium,1401,Decommissioned
Kelly-Morgan,"0119 David Spurs
Lake Ronaldton, KS 37801",Greene-Wilson,1137,2017-04-01,Pressurized Water Reactor,Light Water Reactor,Plutonium,4050,Decommissioned
Hutchinson Group,"Unit 2562 Box 2229
DPO AP 18974",Lopez and Sons,1334,2019-01-21,Fast Breeder Reactor,Light Water Reactor,Plutonium,2704,Under Construction
Oconnor and Sons,"4096 Samantha Pines
Hopkinschester, CO 41640",Galloway-Cochran,1684,2017-09-20,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,2185,Under Construction
Glenn-Terry,"32261 Tony Loaf
Draketown, MP 17043",Rivas and Sons,510,1994-07-30,Fast Breeder Reactor,Heavy Water Reactor,Thorium,1020,Operational
"Davis, Holland and Lewis","11243 Michael Crossing Apt. 462
Ashleeview, AL 22399",Logan Inc,898,2011-06-15,Boiling Water Reactor,Gas-cooled Reactor,Plutonium,4045,Decommissioned
Nielsen Inc,"2681 Bryant Lock Apt. 645
Lake Jason, RI 75048",Bowman and Sons,628,2013-03-11,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,4070,Operational
Garrett-Love,"253 Aaron Inlet Apt. 686
Velezborough, MT 10087",Fletcher-Finley,504,2019-02-13,Pressurized Water Reactor,Heavy Water Reactor,Thorium,2223,Decommissioned
Blankenship PLC,"6979 Henson Wall Apt. 003
Port Elizabeth, MS 75783","Bradford, Novak and Harris",861,1994-07-29,Boiling Water Reactor,Gas-cooled Reactor,Uranium,3963,Operational
Carpenter-Richards,"241 Jacob Vista
North Audreyton, SC 54598",Smith-Flores,1814,2023-12-05,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,2348,Operational
"Johnson, Huber and Wilson","736 Kim Ranch
Wadefort, PW 02569",Myers-Torres,713,2005-07-18,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,4136,Under Construction
Carr Ltd,"6068 Schmidt Walk
South Nancychester, SC 87071",Foster-Bradford,1463,2003-10-20,Pressurized Water Reactor,Heavy Water Reactor,Thorium,4099,Under Construction
"Adams, Gutierrez and Jones","66381 Johnston Camp Apt. 697
North Toddside, NH 54933",Murray-Pratt,1241,2023-02-28,Pressurized Water Reactor,Heavy Water Reactor,Uranium,2259,Under Construction
Mcbride-Nguyen,"8088 Waters Loop
New Karenburgh, FL 97614",Bowman Inc,1234,1996-06-19,Boiling Water Reactor,Gas-cooled Reactor,Uranium,2311,Operational
"Valencia, Bell and Daniel","5896 Anderson Haven Suite 081
Barbaramouth, PW 11597","Watkins, Forbes and Wilson",846,2000-04-06,Boiling Water Reactor,Gas-cooled Reactor,Uranium,2737,Decommissioned
"Velasquez, Bennett and Hoover","35891 Lindsey Bridge
East Garyfurt, HI 14258",Lamb and Sons,1632,2013-07-31,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,2269,Decommissioned
"Murray, Herrera and Stewart","1143 Morris Harbors
Crawfordville, CO 59621",Chang-Reeves,1647,2014-01-01,Pressurized Water Reactor,Gas-cooled Reactor,Uranium,1081,Under Construction
Strong Group,"82306 Baldwin Crossroad Suite 535
New Lauren, UT 68332",Diaz-Johnson,681,2006-08-29,Fast Breeder Reactor,Light Water Reactor,Plutonium,2678,Under Construction
Garcia PLC,"66510 Tara Extensions Suite 172
Dannyberg, NJ 31769","Mooney, Johnston and Wyatt",1891,2004-04-18,Boiling Water Reactor,Heavy Water Reactor,Plutonium,4966,Operational
French-Cook,"69301 Joshua Gateway
New Matthew, MN 49630","Kelley, Robinson and Waters",1734,2001-02-13,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,2856,Operational
"Smith, Vasquez and Kirk","44495 Conley Stravenue Suite 294
New Jonathan, VT 63032","Harding, Sanders and Blanchard",949,2021-05-05,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,4126,Operational
Campbell-Washington,"7846 Todd Landing
East Diane, HI 10984","Smith, Ward and French",1718,1995-10-15,Pressurized Water Reactor,Gas-cooled Reactor,Uranium,4009,Operational
Weber-Reese,"78535 Thomas Mill
South Devinchester, ND 77537",Mcdowell Inc,1062,1999-01-25,Fast Breeder Reactor,Heavy Water Reactor,Uranium,4725,Operational
"Salazar, Fuentes and Carpenter","19660 Kaiser Mountains Apt. 055
West Jerry, OR 02677",Reyes-Drake,1074,2011-04-23,Fast Breeder Reactor,Heavy Water Reactor,Thorium,3465,Under Construction
Hansen Group,"23073 Margaret Forges Suite 436
Danielshire, VI 92263",Ballard-Medina,1659,1996-04-07,Pressurized Water Reactor,Light Water Reactor,Plutonium,4675,Decommissioned
"Thomas, Jones and Hall","1243 Goodman Turnpike Suite 580
Port Kimberly, LA 78976","Franklin, Simmons and Patel",1566,2021-01-18,Boiling Water Reactor,Heavy Water Reactor,Thorium,4538,Operational
Flores-Cabrera,"6424 Benjamin Shoals Suite 817
Millsshire, NV 59815",Stevens-Mitchell,879,2014-01-14,Fast Breeder Reactor,Light Water Reactor,Thorium,2222,Operational
"Simpson, Ward and Dennis","93640 Gregory Views Apt. 376
West Jamesberg, WA 06199",Perkins-Garcia,1684,2023-06-20,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,3536,Decommissioned
Roach-Garcia,"271 Brown Camp Apt. 994
New Justin, NY 23692","Ford, Alvarado and Morse",699,2001-10-29,Pressurized Water Reactor,Heavy Water Reactor,Thorium,2561,Operational
"Gomez, Hinton and Phillips","51032 Joseph Union Suite 890
Scottmouth, VA 51958",Anderson-Reyes,1609,2014-10-28,Fast Breeder Reactor,Light Water Reactor,Thorium,1783,Decommissioned
"Moore, Cochran and Evans","Unit 1695 Box 9936
DPO AA 01283","Dixon, Taylor and Shepard",1794,2023-03-31,Boiling Water Reactor,Light Water Reactor,Thorium,1991,Under Construction
Jones-Singleton,"56400 Stephanie Crest Suite 475
Josephton, AR 28324",Ford PLC,1634,2012-12-11,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,4767,Decommissioned
Obrien and Sons,"42023 Janice Extension Apt. 420
Guyton, MA 80411",Collins-Carter,1297,2009-10-07,Pressurized Water Reactor,Light Water Reactor,Plutonium,1357,Under Construction
"Ward, Chang and Summers","41761 Christopher Oval
Cookside, ID 83525","Brown, Johnson and Kelly",893,2004-07-18,Boiling Water Reactor,Light Water Reactor,Uranium,2504,Under Construction
Morgan PLC,"PSC 4692, Box 8122
APO AA 29823",Irwin-Lewis,1992,2004-12-28,Pressurized Water Reactor,Light Water Reactor,Plutonium,3252,Decommissioned
"Murray, Roach and Garcia","3707 Conner Trace
Adamsland, KS 34587","Mclaughlin, Hunter and Anderson",1241,2008-12-22,Boiling Water Reactor,Heavy Water Reactor,Plutonium,1512,Under Construction
Green-Smith,"48426 Spencer Ports Apt. 439
Port Rachel, VT 63208",Smith-Powell,1017,2013-10-17,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,4216,Decommissioned
Brown-Fox,"607 Kelly Flat
South Elizabethburgh, LA 39904","Harrison, Hines and Dickson",527,2019-02-09,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,3583,Operational
Frederick Group,"Unit 1605 Box 1138
DPO AE 30182",Wells-Stevens,1710,2014-10-17,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,4562,Under Construction
Johnson-Mcmillan,"94700 Horne Mount
South Victortown, AK 67918","Fox, Cruz and Wilson",1029,2017-11-15,Boiling Water Reactor,Heavy Water Reactor,Uranium,2938,Under Construction
Brown-Mays,"43080 Oneill Roads
Heatherborough, MO 29930",Calderon-Davis,996,2007-08-29,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,3501,Under Construction
Yang-Carroll,"17190 Michelle Gateway Suite 669
North Elizabethfurt, NH 57997",Callahan-Luna,1136,2022-07-28,Boiling Water Reactor,Heavy Water Reactor,Plutonium,1515,Operational
"Henderson, Kane and Ross","789 Green Fort
Boydside, AZ 52796",Flores LLC,553,1997-08-16,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,3595,Operational
Jordan Group,"8164 Monique Circles Suite 724
Ryanton, PW 21250","Sanchez, Rivera and Brennan",872,2012-01-27,Boiling Water Reactor,Gas-cooled Reactor,Plutonium,4855,Under Construction
"Rice, Williams and Johnson","001 Jennifer Port
East Angie, AL 67941",Bryant Ltd,1901,1998-07-08,Boiling Water Reactor,Gas-cooled Reactor,Plutonium,1084,Under Construction
"Baxter, Lopez and Hughes","0585 Salazar Turnpike Apt. 746
Port Tarafurt, AZ 16045",Shepherd and Sons,524,2018-11-05,Boiling Water Reactor,Gas-cooled Reactor,Uranium,4547,Under Construction
Blake Inc,"00668 Jose Square
North Darlenechester, CA 77729",Vaughn Group,1181,2012-03-16,Boiling Water Reactor,Heavy Water Reactor,Plutonium,3757,Under Construction
Dorsey and Sons,"81507 Morales Green Apt. 585
Timmouth, MD 70120",Long Inc,1537,2000-06-08,Pressurized Water Reactor,Gas-cooled Reactor,Uranium,3899,Under Construction
Smith and Sons,"500 John Ferry Suite 550
East Kendraside, ME 76421","Olson, Goodman and Jarvis",954,1998-01-14,Boiling Water Reactor,Heavy Water Reactor,Uranium,2945,Operational
Rivera-Mcdonald,"7485 Jimenez Junctions
Lisaside, DC 87778","Schultz, Miller and Johnson",1377,2008-07-06,Boiling Water Reactor,Heavy Water Reactor,Thorium,4847,Decommissioned
Rogers-White,"14704 Brown Fall
Lake Jenniferfurt, OH 23082",Wright Group,1531,2012-04-24,Fast Breeder Reactor,Heavy Water Reactor,Thorium,1387,Decommissioned
Wilson-Martin,"6250 Adam Inlet Apt. 446
Nelsonport, CT 80341",Robinson LLC,898,2007-12-29,Boiling Water Reactor,Gas-cooled Reactor,Uranium,3291,Operational
"Williams, Mendoza and Medina","166 Robles Lake
East Angelamouth, LA 04060",Banks-Day,1920,2004-04-24,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,3866,Decommissioned
Lowe LLC,"613 Morton Lodge
Stuartstad, KY 52160",Dunn-Walton,1403,2006-03-14,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,4271,Decommissioned
Ware-Murray,"588 Rachel Lakes
North Shelley, SD 02957",Burgess Group,1994,1999-06-04,Fast Breeder Reactor,Heavy Water Reactor,Uranium,3204,Under Construction
"Wilson, Rodriguez and Castaneda","72160 Rasmussen Glens
Loweryland, TN 03989",Meyer Group,1092,2008-11-30,Fast Breeder Reactor,Gas-cooled Reactor,Plutonium,4524,Decommissioned
Flowers-Floyd,"524 Gomez Prairie Suite 649
Smithville, SC 09739","Richardson, Reed and Bryan",1348,2013-10-08,Boiling Water Reactor,Light Water Reactor,Thorium,3082,Operational
"Patterson, Wright and Thompson","040 Calvin Causeway
Faulknerberg, PR 31075",Brown and Sons,1033,2006-03-02,Fast Breeder Reactor,Heavy Water Reactor,Thorium,4911,Operational
Mack-Gomez,"USNV Kirby
FPO AA 55294",Wheeler LLC,1637,2019-08-26,Pressurized Water Reactor,Light Water Reactor,Plutonium,4490,Under Construction
Lawrence Ltd,"4243 Rios Ranch
North Teresa, FM 87249",Wade-Mcdonald,1223,2022-11-10,Boiling Water Reactor,Gas-cooled Reactor,Uranium,3928,Decommissioned
Pierce-Castro,"45162 Garcia Expressway
West Laura, KS 54923",Phillips-Clark,1435,2002-05-27,Boiling Water Reactor,Gas-cooled Reactor,Thorium,3814,Operational
"Black, Bell and Owens","8279 Hammond Greens
Jessicaside, AS 55897","Kim, Molina and Navarro",1778,2016-02-28,Fast Breeder Reactor,Light Water Reactor,Plutonium,1159,Decommissioned
Mitchell PLC,"033 Walters Fork
Smithside, VI 14049","Schroeder, Grimes and Santana",1757,2019-03-10,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,4326,Operational
Jones-Jones,"232 Cody Road Suite 825
Rossview, NH 47509","Davis, Atkins and Singleton",1640,1995-06-11,Boiling Water Reactor,Heavy Water Reactor,Uranium,1489,Operational
Ward-Kane,"9129 Williams Stream Apt. 084
Mclaughlinport, WA 82302",Robinson PLC,1223,2003-03-17,Boiling Water Reactor,Heavy Water Reactor,Thorium,4755,Decommissioned
"Bernard, Anderson and Smith","8653 Garcia Greens
Johnnybury, CA 35018",Arias-Jackson,1956,2021-04-06,Pressurized Water Reactor,Gas-cooled Reactor,Plutonium,3278,Operational
Bass Ltd,"47087 Kelly Causeway
Maldonadoland, WY 67391","Wade, Armstrong and Johnson",1588,2004-01-16,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,3863,Operational
Murphy-Marshall,"USNS Hendrix
FPO AA 69292","Olson, Thomas and Whitaker",714,2013-11-15,Pressurized Water Reactor,Gas-cooled Reactor,Uranium,4964,Operational
"Wolf, Wong and Craig","4726 Thompson Forge Apt. 703
Chandlerport, PA 07555",Roberts-Davis,1694,2009-09-11,Fast Breeder Reactor,Heavy Water Reactor,Plutonium,4612,Under Construction
Collins-Villanueva,"393 Kirsten Neck Apt. 533
Port Matthewshire, NV 13704",Turner-Miller,692,2014-08-18,Boiling Water Reactor,Light Water Reactor,Thorium,4406,Under Construction
"Clark, Hensley and Owen","2127 Gavin Keys
Howellview, NH 60533",Baker-Richard,1867,1998-01-26,Boiling Water Reactor,Gas-cooled Reactor,Uranium,2369,Under Construction
Fernandez Ltd,"Unit 4003 Box 2251
DPO AA 25110","Butler, Kennedy and Hess",1601,2007-11-24,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,1008,Operational
Gates Group,"288 Sarah Wells
New Blakeport, WY 62660","Stewart, Lambert and Howard",980,2005-03-22,Pressurized Water Reactor,Heavy Water Reactor,Thorium,2929,Decommissioned
"Reyes, Knight and Alexander","USS Benton
FPO AA 84126",Gonzales and Sons,600,2007-12-27,Boiling Water Reactor,Light Water Reactor,Uranium,4200,Decommissioned
Snyder-Beltran,"17785 Berger Wells
Raymondton, WA 19800",Paul Inc,1477,1997-12-07,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,2202,Decommissioned
Barnes-Cole,"5533 Jimmy Knoll Suite 088
Chelseafurt, ND 17095",James and Sons,1413,2000-09-29,Pressurized Water Reactor,Gas-cooled Reactor,Plutonium,1253,Decommissioned
Baker-Browning,"795 Wheeler Cove
East Brittany, UT 51097",Boyd-Pratt,1497,2017-03-21,Pressurized Water Reactor,Gas-cooled Reactor,Uranium,2888,Under Construction
"Kennedy, Dougherty and Klein","222 Hudson Gateway
Murrayville, VI 06172",Reed and Sons,964,2014-03-19,Boiling Water Reactor,Light Water Reactor,Uranium,3428,Decommissioned
Snyder Inc,"5434 Matthew Station
Port Michelleport, DE 75750",Brown and Sons,974,2002-03-08,Fast Breeder Reactor,Light Water Reactor,Thorium,3992,Decommissioned
Ho LLC,"570 Russell Junctions
North Ronald, AZ 31324",Andrews-Gray,1475,1994-10-27,Fast Breeder Reactor,Heavy Water Reactor,Thorium,4106,Operational
"Bennett, Ingram and Lopez","2900 Vanessa Plaza Apt. 541
Paulton, SD 62917",Fields-Young,657,2015-03-23,Fast Breeder Reactor,Light Water Reactor,Thorium,3301,Decommissioned
Hayes-Wright,"56891 Jackson Passage Suite 696
Jacobville, IN 05853","Obrien, Woods and Johnson",1547,2017-10-12,Boiling Water Reactor,Light Water Reactor,Thorium,4675,Operational
"Hayes, Vincent and Jackson","USS Thomas
FPO AA 35216",Jacobs-Chan,553,2023-03-03,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,2570,Operational
"Johnson, Foster and Beasley","96243 Thompson Avenue Suite 667
South Robert, NJ 78077",Lamb Ltd,1329,2008-08-16,Boiling Water Reactor,Light Water Reactor,Plutonium,3421,Under Construction
"Olson, Buchanan and Sanchez","662 Gonzales Streets
Conradstad, KS 95074","Walker, Larson and Baker",580,1996-07-10,Boiling Water Reactor,Gas-cooled Reactor,Thorium,3274,Under Construction
"George, Stewart and Santiago","400 Kenneth Streets Apt. 956
South Erikmouth, WI 66418","Pena, Cohen and Yu",1440,2008-02-03,Fast Breeder Reactor,Gas-cooled Reactor,Thorium,2887,Operational
"Jones, Floyd and Webb","5288 Jones Fords
Port Veronica, ND 67578",Kim PLC,1206,2003-02-10,Boiling Water Reactor,Heavy Water Reactor,Uranium,4803,Operational
"Larson, Long and Smith","5381 Velez Skyway
Williamsfort, AL 16320","Reed, Baker and Howard",1156,1994-05-14,Pressurized Water Reactor,Gas-cooled Reactor,Plutonium,4307,Decommissioned
"Lloyd, Wilson and Anderson","11805 John Circles
Sellersmouth, AR 49342",Park Ltd,877,1999-08-03,Boiling Water Reactor,Heavy Water Reactor,Thorium,4277,Decommissioned
"Thomas, Kelley and Lutz","013 Davis Way
Hammondshire, FL 64371",Ellis Group,823,2005-08-31,Boiling Water Reactor,Heavy Water Reactor,Plutonium,1804,Decommissioned
Hansen-Taylor,"84220 Lisa Estates
New Jenny, WA 01335",Adkins Group,894,2019-08-12,Pressurized Water Reactor,Gas-cooled Reactor,Thorium,3209,Under Construction
Mcpherson Ltd,"67895 Kimberly Rapid Apt. 071
Griffinshire, TN 97243",Brown-Smith,1848,1997-02-23,Pressurized Water Reactor,Heavy Water Reactor,Thorium,4324,Under Construction
Mcfarland and Sons,"593 Morton Village
South Melanie, IL 69072",Kelley and Sons,1870,2021-03-27,Pressurized Water Reactor,Gas-cooled Reactor,Uranium,1584,Under Construction
"Perry, Williams and Bailey","47622 Chad Keys Suite 001
Websterhaven, IN 35277","Mitchell, Henson and Hull",1563,2014-01-30,Pressurized Water Reactor,Light Water Reactor,Uranium,3301,Decommissioned
Scott-Zimmerman,"377 Rachel Harbor
Port Juanshire, ME 45718",Hansen-Smith,1148,2021-08-03,Fast Breeder Reactor,Light Water Reactor,Uranium,1596,Decommissioned
Myers-Wagner,"754 Charlene Mission Suite 306
New Reneeside, MI 82669",Brown-Smith,1204,2005-12-24,Boiling Water Reactor,Heavy Water Reactor,Uranium,4366,Operational
Taylor Inc,"PSC 6998, Box 4935
APO AA 57243","Reeves, Kim and Duran",1594,2008-04-09,Pressurized Water Reactor,Light Water Reactor,Uranium,2173,Under Construction
Cooper Inc,"571 Sheila Glen
Melanieburgh, CT 63189",Baker-Frye,1082,2001-09-02,Pressurized Water Reactor,Heavy Water Reactor,Plutonium,3734,Decommissioned
"Brown, Ramirez and Shaw","15982 Ronald Creek
Yangstad, CA 57517",Crawford Group,1032,2002-07-10,Fast Breeder Reactor,Gas-cooled Reactor,Uranium,4723,Operational
"Solis, Henry and Wallace","Unit 8817 Box 8359
DPO AA 79439",Turner-Newton,1882,1999-05-21,Boiling Water Reactor,Heavy Water Reactor,Plutonium,2999,Decommissioned
